search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",cafe
커피빈 포스코옆삼성로86길점,대치동,서울 강남구 삼성로86길 11 거봉빌딩 1층,2삼성역,591.0,237,8.0,53.0,60.0,26.0,34.0,28.0,15.0,8.0,13.0,3.0,4.0,17.0,2.0,0.0,3.0,커피빈코리아포스코옆삼성로86길점 코리아포스코옆삼성로86길점 대치동
러브컵,쌍문동,서울 도봉구 노해로49길 68,4쌍문역,576.0,17,9.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,러브컵 쌍문동
매머드익스프레스 중앙대점,흑석동,서울 동작구 흑석로 101,9흑석역,363.0,928,7.0,3.0,9.0,24.0,14.0,6.0,3.0,7.0,2.0,4.0,24.0,6.0,0.0,2.0,1.0,매머드커피중앙대점 중앙대점 흑석동
투썸플레이스 약수역점,신당동,서울 중구 다산로 111 한미빌딩,36약수역,70.0,215,1.0,32.0,40.0,85.0,23.0,35.0,13.0,8.0,29.0,1.0,9.0,7.0,0.0,3.0,1.0,투썸플레이스 약수역점 신당동
일층카페,제기동,서울 동대문구 고산자로52길 9 1층,6고려대역,346.0,10,4.0,4.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,일층카페 제기동
카페817,면목동,서울 중랑구 동일로109길 83,경의중앙경춘중랑역,559.0,47,32.0,16.0,5.0,3.0,10.0,4.0,1.0,7.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,카페 817 면목동
일리카페 잠실아이파크점,잠실동,"서울 송파구 올림픽로8길 20 A119호(잠실동, 아이파크 상가)",29종합운동장역,403.0,216,9.0,37.0,38.0,21.0,21.0,31.0,5.0,10.0,11.0,2.0,6.0,9.0,2.0,7.0,7.0,일리카페잠실아이파크점 아이파크점 잠실동
쥬씨 휘경점,휘경동,서울 동대문구 망우로 83,1경의중앙경춘회기역,386.0,159,0.0,8.0,1.0,5.0,8.0,0.0,1.0,0.0,3.0,1.0,6.0,51.0,0.0,1.0,1.0,쥬씨휘경점 휘경점 휘경동
커피스토리,종로4가,서울 종로구 종로 198,1종로5가역,181.0,277,5.0,48.0,43.0,27.0,11.0,31.0,3.0,7.0,8.0,2.0,17.0,21.0,3.0,1.0,4.0,커피스토리 종로4가
이디야커피 중곡중앙점,중곡동,서울 광진구 능동로 330 우진빌딩,57군자역,210.0,443,9.0,43.0,86.0,41.0,56.0,43.0,34.0,21.0,39.0,5.0,8.0,73.0,4.0,4.0,4.0,이디야커피 중곡중앙점 중곡동
파스쿠찌 논현역점,논현동,서울 강남구 학동로4길 15 (논현동) 논현동 122-8 동화히스토리 110호,7신분당논현역,176.0,172,6.0,25.0,24.0,20.0,15.0,14.0,1.0,6.0,16.0,1.0,6.0,12.0,0.0,1.0,0.0,파스쿠찌 논현역점 논현동
메리하하,화곡동,서울 강서구 강서로33길 32 1층,5화곡역,196.0,46,14.0,12.0,12.0,24.0,8.0,1.0,0.0,2.0,0.0,0.0,13.0,12.0,0.0,1.0,2.0,메리하하 화곡동
사회복지법인살레시오수녀회카페마인보스코점,신길동,서울 영등포구 여의대방로 65,신림보라매공원역,519.0,37,18.0,5.0,12.0,3.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,살레시오수녀회카페마인 신길동
이디야커피 종로4가점,인의동,서울 종로구 김상옥로 1,1종로5가역,503.0,181,91.0,50.0,30.0,14.0,18.0,21.0,9.0,7.0,15.0,0.0,4.0,22.0,0.0,0.0,1.0,이디야커피 종로4가점 인의동
커피방앗간,화동,서울 종로구 북촌로5가길 8-11,3안국역,603.0,91,65.0,18.0,17.0,11.0,2.0,15.0,3.0,19.0,4.0,0.0,5.0,2.0,5.0,0.0,21.0,화동커피 화동
투썸플레이스서울대입구역점,봉천동,서울 관악구 관악로 157,2서울대입구역,168.0,495,3.0,52.0,86.0,2.0,50.0,52.0,45.0,20.0,29.0,15.0,20.0,17.0,13.0,1.0,1.0,투썸플레이스서울대입구역점 서울대입구역점 봉천동
도미니칸조,상암동,서울 마포구 월드컵북로 361 이안오피스텔 2단지 106호,6공항경의중앙디지털미디어시티역,703.0,90,30.0,21.0,21.0,27.0,6.0,7.0,2.0,2.0,3.0,2.0,14.0,21.0,0.0,1.0,0.0,도미니칸조 상암동
카미노커피로스터스,방학동,,,,551,6.0,4.0,6.0,2.0,71.0,42.0,9.0,20.0,29.0,5.0,37.0,25.0,0.0,6.0,3.0,카미노커피로스터스 방학동
아임일리터 시청점,서소문동,대전 서구 둔산남로 95,1시청역,322.0,270,6.0,20.0,79.0,39.0,21.0,17.0,3.0,12.0,10.0,0.0,10.0,55.0,2.0,0.0,3.0,카페아이엠티 시청점 서소문동
카페 모니에,염창동,서울 강서구 공항대로59다길 227 신영빌딩,9염창역,229.0,109,68.0,14.0,18.0,8.0,11.0,13.0,14.0,13.0,7.0,8.0,1.0,5.0,6.0,0.0,4.0,카페모니에 염창동
카페 컴플렉스,대치동,서울 강남구 역삼로 555,2삼성역,425.0,33,28.0,8.0,9.0,2.0,7.0,4.0,0.0,7.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,컴플렉스 대치동
커피829 교대본점,서초동,서울 서초구 반포대로28길 91 대진빌딩,23교대역,64.0,64,35.0,16.0,15.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,32.0,2.0,0.0,2.0,커피829 교대본점 서초동
커피빈 고대참살이길점,안암동5가,서울 성북구 고려대로24길 25,6안암역,163.0,123,71.0,24.0,20.0,13.0,12.0,13.0,11.0,6.0,5.0,4.0,4.0,3.0,4.0,0.0,1.0,커피빈코리아고대참살이길점 코리아고대참살이길점 안암동5가
공차 NC백화점 송파점,문정동,서울 송파구 충민로 66 NC백화점 송파점 영관 2층,8장지역,80.0,195,0.0,37.0,9.0,11.0,8.0,3.0,0.0,1.0,1.0,3.0,13.0,14.0,0.0,13.0,0.0,공차 NC송파점 문정동
이디야 불광연서로점,불광동,서울 은평구 연서로 275 1층,36연신내역,420.0,171,87.0,36.0,50.0,23.0,26.0,17.0,4.0,1.0,12.0,4.0,5.0,29.0,2.0,0.0,1.0,이디야커피 불광연서로점 불광동
카페소,안암동1가,서울 성북구 고려대로7마길 18 금정빌딩,6우이신설보문역,544.0,22,16.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,카페소 안암동1가
카페 자작나무,독산동,,,,46,24.0,2.0,5.0,7.0,7.0,9.0,5.0,11.0,4.0,0.0,4.0,2.0,5.0,0.0,2.0,카페자작나무 독산동
커피베이 중랑구청점,신내동,서울 중랑구 봉화산로 194 신아타운,경의중앙경춘망우역,974.0,89,39.0,29.0,22.0,11.0,11.0,5.0,0.0,2.0,2.0,0.0,5.0,14.0,0.0,5.0,0.0,커피베이 중랑구청점 신내동
토굽스커피,연희동,,,,12,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,토굽스커피 연희동
쥬씨 압구정2호점,신사동,서울 강남구 압구정로 212 방우빌딩 1층,3압구정역,217.0,74,0.0,11.0,49.0,8.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,23.0,0.0,0.0,0.0,쥬씨압구정2호점 압구정2호점 신사동
스타벅스 방배점,방배동,서울 서초구 방배로 211,7내방역,488.0,799,0.0,6.0,4.0,96.0,7.0,91.0,60.0,54.0,67.0,19.0,26.0,25.0,15.0,15.0,10.0,스타벅스 방배점 방배동
아티제 타워팰리스점,도곡동,서울 강남구 언주로30길 26 타워팰리스,3수인분당도곡역,488.0,485,6.0,7.0,93.0,6.0,62.0,63.0,6.0,27.0,22.0,22.0,57.0,10.0,27.0,37.0,18.0,카페팰리스 도곡동
공차 현대아울렛가산점,가산동,서울 금천구 디지털로10길 9 현대아울렛가산점 4층,17가산디지털단지역,634.0,120,0.0,20.0,60.0,4.0,10.0,1.0,0.0,1.0,1.0,1.0,3.0,11.0,0.0,7.0,1.0,공차현대아울렛가산점 현대아울렛가산점 가산동
카페아삽,서초동,서울 서초구 서초중앙로8길 111 우명빌딩,3남부터미널역,545.0,15,6.0,3.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,카페아삽 서초동
스타벅스 올림픽평화의문점,방이동,서울 송파구 위례성대로 38,9한성백제역,4.0,981,3.0,9.0,8.0,9.0,2.0,88.0,75.0,46.0,35.0,60.0,28.0,24.0,89.0,8.0,16.0,스타벅스올림픽평화의문점 올림픽평화의문점 방이동
텀브커피 합정점,합정동,서울 마포구 양화로6길 84,6상수역,424.0,58,28.0,13.0,19.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,텀브커피 합정점 합정동
빽다방 남대문시장점,남창동,서울 중구 퇴계로 37,4회현역,142.0,370,1.0,9.0,94.0,21.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,빽다방 남대문시장점 남창동
빽다방 구로로제리움점,구로동,서울 구로구 가마산로26길 5 로제리움2차,27대림역,541.0,218,2.0,49.0,54.0,25.0,10.0,4.0,3.0,5.0,2.0,3.0,8.0,59.0,7.0,3.0,2.0,빽다방 구로로제리움점 구로동
스타벅스 까치산역점,화곡동,서울 강서구 강서로13길 3,25까치산역,6.0,1909,7.0,2.0,3.0,8.0,6.0,8.0,4.0,91.0,88.0,63.0,79.0,47.0,29.0,18.0,29.0,스타벅스 까치산역점 화곡동
커피십오일,역삼동,서울 강남구 테헤란로53길 21 남산빌딩,2수인분당선릉역,265.0,21,14.0,5.0,2.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,커피십오일 역삼동
가무,신당동,,,,187,9.0,25.0,29.0,12.0,14.0,28.0,5.0,16.0,39.0,9.0,33.0,9.0,11.0,1.0,5.0,가무 신당동
카페류,신내동,서울 중랑구 봉화산로56길 141 1층,경의중앙경춘망우역,618.0,65,36.0,21.0,20.0,7.0,10.0,4.0,0.0,2.0,2.0,2.0,1.0,12.0,0.0,0.0,0.0,카페류 신내동
카페수,방배동,서울 서초구 도구로 123-9,47이수역,379.0,50,26.0,21.0,11.0,3.0,8.0,14.0,9.0,4.0,5.0,2.0,2.0,7.0,0.0,5.0,0.0,카페수 방배동
베이글팩토리,청파동2가,서울 용산구 청파로47나길 31 지상1층 베이글팩도리,4숙대입구역,667.0,25,7.0,3.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,베이글팩토리 청파동2가
이디야커피 양천향교역점,등촌동,서울 강서구 강서로 462 대룡타워 104,9양천향교역,138.0,95,37.0,35.0,17.0,7.0,21.0,6.0,3.0,3.0,9.0,0.0,6.0,18.0,0.0,1.0,0.0,이디야커피 양천향교역점 등촌동
프롬더빈,오금동,서울 송파구 오금로 323,35오금역,58.0,139,66.0,37.0,30.0,13.0,24.0,27.0,12.0,15.0,12.0,13.0,4.0,12.0,6.0,3.0,2.0,FromtheBean 오금동
울루벨루코리아,신영동,,,,20,17.0,8.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,울루벨루코리아 신영동
앨리스1871 신세계백화점 강남점,반포동,서울 서초구 신반포로 176 신세계백화점 8층,379고속터미널역,140.0,66,38.0,15.0,15.0,13.0,21.0,16.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,엘리스1871 1871 반포동
커피빈 역삼점,역삼동,서울 강남구 논현로 512,2역삼역,148.0,339,6.0,61.0,82.0,62.0,44.0,40.0,18.0,15.0,28.0,9.0,16.0,10.0,10.0,2.0,3.0,커피빈코리아역삼점 코리아역삼점 역삼동
할리스 잠실광고회관점,신천동,서울 송파구 올림픽로35길 137 한국광고문화회관,28잠실역,297.0,616,0.0,59.0,6.0,5.0,77.0,94.0,87.0,47.0,95.0,17.0,21.0,26.0,7.0,10.0,9.0,할리스커피 잠실광고회관점 신천동
꿈터로뎀카페,봉천동,서울 관악구 남부순환로210길 24,2봉천역,321.0,43,28.0,10.0,7.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,꿈터로뎀카페 봉천동
카페이유,암사동,서울 강동구 고덕로 52-18,8암사역,603.0,84,68.0,14.0,22.0,13.0,10.0,17.0,6.0,17.0,2.0,1.0,5.0,2.0,2.0,1.0,9.0,카페이유 암사동
스타벅스 여의도의사당점,여의도동,서울 영등포구 국회대로74길 12,9국회의사당역,403.0,592,7.0,2.0,5.0,90.0,75.0,65.0,18.0,32.0,30.0,25.0,22.0,16.0,8.0,1.0,8.0,스타벅스 여의도의사당점 여의도동
커피브레이크,신수동,서울 마포구 백범로 29,2신촌역,308.0,365,2.0,44.0,67.0,41.0,56.0,36.0,0.0,22.0,58.0,15.0,4.0,54.0,3.0,2.0,5.0,커피브레이크 신수동
스타벅스 학동역점,논현동,서울 강남구 논현로 704,7학동역,57.0,1112,8.0,0.0,8.0,9.0,4.0,84.0,63.0,53.0,75.0,26.0,35.0,30.0,17.0,8.0,15.0,스타벅스 학동역점 논현동
파스쿠찌 문정법조단지점,문정동,서울 송파구 새말로 62 (문정동) 1층 카페 파스쿠찌,8장지역,609.0,51,17.0,20.0,16.0,11.0,12.0,8.0,10.0,2.0,12.0,0.0,3.0,5.0,1.0,3.0,0.0,파스쿠찌 문정법조단지점 문정동
커피마리오,신길동,서울 영등포구 대방천로 173 동화빌딩,7신풍역,155.0,204,8.0,69.0,52.0,16.0,22.0,35.0,5.0,5.0,9.0,2.0,9.0,17.0,5.0,0.0,1.0,커피마리오 신길동
산중다원,진관동,,,,66,0.0,12.0,11.0,3.0,4.0,15.0,3.0,5.0,2.0,3.0,12.0,6.0,18.0,5.0,4.0,산중다원 진관동
형광커피,공릉동,서울 노원구 공릉로 187 건설빌딩,7공릉역,666.0,33,27.0,11.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,형광커피 공릉동
카페하임,둔촌동,서울 강동구 양재대로 1384 미림빌딩 1층,5둔촌동역,198.0,17,10.0,8.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,카페하임 둔촌동
팔공티 대치역점,대치동,서울 강남구 남부순환로 2936,3대치역,100.0,96,0.0,8.0,48.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,팔공티대치역점 대치역점 대치동
이디야커피 화곡중앙점,화곡동,서울 강서구 까치산로 79,5화곡역,886.0,77,40.0,31.0,19.0,4.0,15.0,9.0,6.0,2.0,4.0,0.0,3.0,10.0,1.0,0.0,0.0,이디야커피 화곡중앙점 화곡동
근사한하루 MERCI,청파동3가,서울 용산구 청파로47길 53 근사한하루 merci,4숙대입구역,469.0,84,55.0,42.0,63.0,5.0,15.0,1.0,0.0,3.0,0.0,0.0,40.0,43.0,1.0,0.0,1.0,근사한하루merci 청파동3가
달이 예쁘다,고덕동,,,,204,1.0,34.0,51.0,50.0,32.0,45.0,27.0,2.0,18.0,12.0,13.0,3.0,72.0,30.0,60.0,예쁘다포토카페 고덕동
달리는커피 상도점,상도동,서울 동작구 성대로29길 69 1층,7장승배기역,442.0,45,24.0,22.0,19.0,15.0,7.0,4.0,0.0,2.0,2.0,0.0,13.0,22.0,1.0,0.0,2.0,달리는커피노량진점 노량진점 상도동
카페온정,응암동,서울 은평구 가좌로 212,6새절역,613.0,120,75.0,40.0,24.0,13.0,19.0,21.0,11.0,6.0,3.0,1.0,2.0,19.0,0.0,1.0,4.0,함께커피팜투컵응암 응암동
카페달토끼,상암동,서울 마포구 월드컵북로44길 35-8,6공항경의중앙디지털미디어시티역,397.0,12,4.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,카페달토끼 상암동
요거프레소 서서울호수공원점,신월동,,,,81,30.0,20.0,30.0,25.0,16.0,4.0,2.0,2.0,6.0,1.0,11.0,8.0,0.0,0.0,1.0,요거프레소 서서울호수공원점 신월동
스타벅스 홍대공항철도역점,동교동,서울 마포구 양화로 178,2공항경의중앙홍대입구역,118.0,2244,0.0,6.0,4.0,7.0,5.0,0.0,7.0,93.0,5.0,53.0,90.0,63.0,75.0,9.0,35.0,스타벅스 홍대공항철도역점 동교동
스타벅스 은평이마트점,응암동,서울 은평구 은평로 111,6응암역,460.0,1711,9.0,4.0,5.0,6.0,7.0,56.0,21.0,71.0,46.0,39.0,1.0,46.0,15.0,6.0,14.0,스타벅스 은평이마트점 응암동
커피앤스위트 독산점,독산동,,,,65,38.0,22.0,14.0,8.0,6.0,5.0,0.0,6.0,2.0,1.0,0.0,12.0,1.0,0.0,1.0,커피앤스위트 독산동
커피에반하다 구로디지털단지점,구로동,서울 구로구 디지털로26길 110 동일테크노타운,2구로디지털단지역,604.0,84,43.0,15.0,19.0,6.0,11.0,11.0,3.0,3.0,5.0,0.0,4.0,26.0,1.0,1.0,0.0,커피에반하다구로디지털단지점 구로디지털단지점 구로동
코코빈스 영등포구청본점,신도림동,서울 영등포구 국회대로 568 창빌딩,25영등포구청역,149.0,131,26.0,14.0,26.0,61.0,8.0,17.0,2.0,4.0,17.0,5.0,35.0,14.0,1.0,0.0,1.0,에스프레소코코 신도림점 신도림동
카페누라,사당동,서울 동작구 사당로14길 11 1층,7남성역,100.0,29,22.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,카페누라 사당동
카페다이나,양재동,서울 서초구 마방로10길 5,신분당양재시민의숲역,923.0,202,0.0,16.0,22.0,12.0,23.0,21.0,9.0,21.0,11.0,2.0,6.0,19.0,5.0,1.0,3.0,cafedyna 양재동
혜민당,을지로2가,서울 중구 삼일대로12길 16-9,23을지로3가역,173.0,663,4.0,98.0,66.0,9.0,25.0,64.0,3.0,9.0,24.0,6.0,0.0,16.0,11.0,1.0,5.0,혜민당 을지로2가
도깨비커피&도깨비와인마켓,남창동,서울 중구 남대문시장4길 28-8 도깨비커피&와인마켓,4회현역,144.0,82,16.0,40.0,12.0,3.0,15.0,1.0,0.0,1.0,0.0,0.0,14.0,32.0,0.0,6.0,1.0,도깨비커피 남창동
효다방,충무로4가,서울 중구 충무로2길 38-1 1층 효다방,34충무로역,108.0,24,16.0,6.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,효다방 충무로4가
이디야커피 난곡사거리점,신림동,서울 관악구 남부순환로 1444,2신대방역,951.0,178,67.0,34.0,40.0,14.0,14.0,38.0,10.0,6.0,11.0,0.0,4.0,22.0,1.0,1.0,6.0,이디야커피 난곡사거리점 신림동
Deserve Coffee,동교동,서울 마포구 어울마당로 153-1,2공항경의중앙홍대입구역,58.0,28,20.0,8.0,6.0,0.0,10.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,디저브 동교동
투썸플레이스 용산트윈시티점,동자동,서울 용산구 한강대로 366 트윈시티 남산,14공항경의중앙서울역,182.0,42,30.0,4.0,5.0,5.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,투썸플레이스용산트윈시티점 용산트윈시티점 동자동
이디야커피 노원KT점,상계동,서울 노원구 노해로 494 고려빌딩,47노원역,231.0,432,4.0,93.0,74.0,40.0,19.0,30.0,8.0,6.0,11.0,3.0,10.0,49.0,3.0,1.0,0.0,이디야커피 노원KT점 상계동
카페인홀릭로스터스,양평동2가,서울 영등포구 영등포로 32,5양평역,331.0,14,8.0,3.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,카페인홀릭로스터스 양평동2가
스타벅스 한티역점,대치동,서울 강남구 도곡로 408,수인분당한티역,109.0,736,9.0,5.0,5.0,1.0,5.0,71.0,54.0,53.0,41.0,19.0,18.0,12.0,15.0,29.0,11.0,스타벅스 한티역점 대치동
더 피아노,평창동,,,,96,22.0,12.0,4.0,6.0,8.0,15.0,1.0,30.0,3.0,6.0,5.0,0.0,69.0,0.0,24.0,더피아노 평창동
위드커피,동교동,서울 마포구 양화로18안길 12,2공항경의중앙홍대입구역,128.0,165,77.0,37.0,33.0,22.0,18.0,39.0,15.0,12.0,8.0,14.0,4.0,9.0,8.0,2.0,2.0,위드커피 동교동
이디야커피 중랑역점,상봉동,서울 중랑구 망우로 198,경의중앙경춘중랑역,224.0,224,6.0,50.0,39.0,24.0,33.0,18.0,3.0,5.0,13.0,5.0,7.0,32.0,1.0,0.0,2.0,이디야커피 중랑역점 상봉동
이디야 송파하비오점,문정동,서울 송파구 송파대로 111 파크하비오,8문정역,585.0,86,49.0,23.0,20.0,10.0,4.0,2.0,1.0,1.0,3.0,1.0,6.0,14.0,1.0,3.0,0.0,이디야커피 송파하비오점 문정동
모카향기,수유동,서울 강북구 인수봉로 157,우이신설화계역,393.0,86,12.0,17.0,11.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,6.0,13.0,1.0,0.0,0.0,모카향기 수유동
커피앤틱,예장동,서울 중구 소파로 103,4명동역,483.0,38,23.0,9.0,7.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,6.0,3.0,0.0,1.0,커피앤틱 예장동
워너커피 구로디지털단지1호점,구로동,서울 구로구 디지털로 242,7남구로역,856.0,46,26.0,18.0,5.0,2.0,5.0,2.0,1.0,0.0,1.0,2.0,4.0,10.0,0.0,1.0,1.0,워너커피구로 디지털단지1호점 구로동
바즈,성수동2가,서울 성동구 광나루로4가길 29 1층,2성수역,523.0,69,14.0,34.0,5.0,59.0,29.0,2.0,0.0,7.0,0.0,0.0,24.0,6.0,0.0,0.0,4.0,바즈 성수동2가
투썸플레이스 아차산역점,능동,서울 광진구 천호대로 642,5아차산역,162.0,667,2.0,5.0,1.0,1.0,79.0,95.0,46.0,38.0,62.0,16.0,29.0,18.0,14.0,6.0,8.0,투썸플레이스 아차산역점 능동
빽다방 발산역플레이스점,마곡동,서울 강서구 강서로 395 플레이스에이치 108호 빽다방,5발산역,227.0,286,3.0,50.0,69.0,28.0,18.0,5.0,0.0,1.0,1.0,2.0,12.0,89.0,0.0,1.0,1.0,빽다방 발산역플레이스점 마곡동
마실ing,홍은동,,,,124,15.0,37.0,9.0,0.0,15.0,4.0,0.0,2.0,1.0,1.0,7.0,16.0,2.0,0.0,0.0,마실ing 홍은동
스타벅스 몬테소리점,서초동,서울 서초구 강남대로 399,2신분당강남역,49.0,1280,8.0,4.0,8.0,7.0,8.0,80.0,55.0,35.0,51.0,35.0,49.0,38.0,20.0,6.0,16.0,스타벅스 몬테소리점 서초동
이디야커피 구파발역점,진관동,"서울 은평구 진관2로 29-21 115호, 116호",3구파발역,53.0,414,5.0,4.0,95.0,53.0,67.0,50.0,31.0,12.0,25.0,13.0,8.0,65.0,4.0,8.0,7.0,이디야커피 구파발역점 진관동
커피콩,가락동,서울 송파구 문정로11길 16,5개롱역,651.0,75,56.0,21.0,22.0,14.0,11.0,10.0,2.0,4.0,1.0,1.0,3.0,15.0,0.0,0.0,0.0,커피콩 가락동
이디야커피 답십리사거리점,답십리동,서울 동대문구 답십리로 145,5답십리역,933.0,281,8.0,45.0,59.0,39.0,48.0,36.0,16.0,30.0,21.0,13.0,11.0,37.0,3.0,0.0,1.0,이디야커피 답십리사거리점 답십리동
컴포즈커피 가양양천초점,가양동,서울 강서구 양천로49길 43 마곡크리스아크 102호,9양천향교역,233.0,241,1.0,44.0,49.0,16.0,23.0,10.0,3.0,9.0,8.0,4.0,8.0,53.0,2.0,2.0,5.0,컴포즈커피 가양양천초점 가양동
하프,수유동,서울 강북구 도봉로89길 5-12 1층,4수유역,122.0,25,10.0,5.0,7.0,5.0,1.0,6.0,0.0,6.0,3.0,0.0,2.0,3.0,0.0,0.0,3.0,HALF 수유동
카페감,명륜3가,,,,20,12.0,6.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,카페감 명륜3가
이디야커피 방학사거리점,방학동,서울 도봉구 도봉로 677,1방학역,314.0,202,4.0,42.0,41.0,19.0,25.0,31.0,7.0,4.0,18.0,2.0,3.0,26.0,1.0,1.0,1.0,이디야커피 방학사거리점 방학동
커피브론즈,안국동,서울 종로구 율곡로5길 20 1층,3안국역,187.0,327,8.0,8.0,54.0,7.0,26.0,44.0,4.0,57.0,27.0,4.0,57.0,7.0,1.0,1.0,18.0,커피브론즈 안국동
생두,역촌동,서울 은평구 진흥로5길 15,6역촌역,514.0,25,18.0,6.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,생두 역촌동
커피베이 구로디지털점,구로동,서울 구로구 디지털로31길 41 이엔씨벤처드림타워6차 101호,7남구로역,593.0,67,40.0,20.0,20.0,8.0,11.0,10.0,4.0,5.0,6.0,3.0,5.0,4.0,7.0,0.0,0.0,커피베이구로디지털점 구로디지털점 구로동
브레드피트,여의도동,서울 영등포구 국제금융로 86 롯데캐슬 아이비,9신림샛강역,382.0,102,26.0,20.0,7.0,0.0,8.0,0.0,0.0,6.0,1.0,1.0,16.0,4.0,0.0,10.0,0.0,브레드피트 여의도동
커피나무 동국대점,필동3가,서울 중구 필동로 24,34충무로역,265.0,33,22.0,7.0,10.0,9.0,2.0,4.0,1.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,커피나무필동점 필동점 필동3가
카페더로비,방학동,,,,65,41.0,16.0,17.0,28.0,6.0,12.0,0.0,18.0,2.0,2.0,3.0,6.0,0.0,1.0,7.0,더로비 방학동
커피빈 양천향교역점,마곡동,서울 강서구 강서로 457,9양천향교역,182.0,191,3.0,37.0,47.0,36.0,32.0,21.0,39.0,12.0,27.0,10.0,4.0,7.0,5.0,3.0,2.0,커피빈코리아양천향교역점 코리아양천향교역점 마곡동
휘드카페 하계점,하계동,서울 노원구 공릉로58길 108,7하계역,683.0,48,39.0,21.0,19.0,20.0,9.0,3.0,2.0,14.0,1.0,0.0,4.0,14.0,0.0,0.0,3.0,휘드까페 하계동
매머드커피 루터회관점,신천동,서울 송파구 올림픽로35다길 42,28잠실역,204.0,238,0.0,68.0,58.0,12.0,14.0,8.0,3.0,7.0,2.0,1.0,10.0,50.0,3.0,1.0,0.0,매머드커피잠실루터회관점 신천동
빙달 방배점,방배동,서울 서초구 방배중앙로 31 지호2빌딩 1층 빙달,2방배역,686.0,35,1.0,11.0,6.0,26.0,8.0,6.0,2.0,3.0,1.0,0.0,9.0,15.0,0.0,0.0,0.0,빙달 방배점 방배동
바꿈카페,도봉동,서울 도봉구 마들로 664-23,1방학역,374.0,87,45.0,26.0,16.0,3.0,12.0,15.0,0.0,4.0,5.0,3.0,2.0,21.0,11.0,1.0,1.0,바꿈카페 도봉동
