name,search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",same
메가엠지씨커피 가양중앙점,메가MGC커피 가양중앙점,가양동,서울 강서구 양천로 461 1층,9가양역,82m,1147,1.0,2.0,7.0,90.0,90.0,32.0,10.0,16.0,33.0,4.0,24.0,4.0,6.0,4.0,9.0,False
요거프레소 장지동점,요거프레소 장지동점,장지동,,,,90,39.0,18.0,27.0,31.0,20.0,3.0,3.0,2.0,4.0,2.0,5.0,9.0,,2.0,1.0,True
카페 보스수유점,카페보스 수유점,수유동,서울 강북구 삼양로77가길 18,우이신설삼양역,486m,18,10.0,5.0,5.0,5.0,3.0,,,,1.0,,3.0,,,1.0,,False
홍콩다방구로 지플러스타워점,홍콩다방 구로지플러스타워점,구로동,서울 구로구 디지털로26길 123 지플러스타워 홍콩다방,2구로디지털단지역,432m,142,35.0,25.0,45.0,59.0,31.0,8.0,,7.0,3.0,1.0,30.0,10.0,1.0,3.0,3.0,False
커스텀커피 잠실나루점,커스텀커피 잠실나루점,신천동,서울 송파구 올림픽로37길 130 파크리오상가 A동 1층 159호,2잠실나루역,22m,172,7.0,31.0,40.0,5.0,14.0,4.0,1.0,11.0,2.0,1.0,11.0,3.0,1.0,8.0,2.0,True
윤스카페,윤스카페,마곡동,서울 강서구 마곡중앙1로 20 엠시그니처 115호,5마곡역,210m,71,43.0,29.0,28.0,27.0,25.0,2.0,,12.0,3.0,1.0,4.0,16.0,,,2.0,True
작은카페,작은카페,상암동,서울 마포구 월드컵북로 402 지하1층 B140호,경의중앙수색역,824m,40,29.0,17.0,10.0,6.0,9.0,7.0,2.0,9.0,1.0,1.0,5.0,10.0,4.0,2.0,5.0,True
진심커피 개봉점,진심커피 개봉점,개봉동,,,,227,8.0,81.0,47.0,58.0,33.0,10.0,1.0,12.0,17.0,12.0,22.0,74.0,4.0,1.0,4.0,True
원유로스페셜티강동구 고덕역점,원유로스페셜티 강동구고덕역점,명일동,서울 강동구 고덕로 266 1층 102호,5고덕역,78m,226,6.0,65.0,52.0,9.0,40.0,2.0,1.0,8.0,1.0,3.0,9.0,80.0,4.0,2.0,3.0,False
컴포 즈마포성산점,컴포즈커피 마포성산점,성산동,서울 마포구 월드컵로 152,6마포구청역,163m,519,2.0,97.0,84.0,41.0,48.0,36.0,22.0,32.0,32.0,19.0,20.0,6.0,13.0,1.0,5.0,False
웰스커피,웰스커피&샌드위치,와룡동,서울 종로구 돈화문로 82 1층 웰스커피,135종로3가역,357m,114,,27.0,,,11.0,,,8.0,,4.0,7.0,15.0,3.0,1.0,,False
요거트월드,요거트월드 신대방점,신대방동,서울 동작구 신대방1가길 38 106동 111호 요거트월드,2구로디지털단지역,494m,48,7.0,22.0,8.0,26.0,23.0,7.0,3.0,14.0,6.0,,18.0,10.0,1.0,2.0,3.0,False
카페 :다르다,카페다르다,자양동,서울 광진구 뚝섬로 657 1층 104호 카페다르다,2구의역,823m,203,1.0,3.0,1.0,59.0,91.0,43.0,19.0,67.0,7.0,,17.0,34.0,2.0,1.0,91.0,False
수프레모커피공방,수프레모커피공방,서초동,서울 서초구 서초동 1667-9,23교대역,369m,42,40.0,14.0,9.0,,6.0,,,3.0,,2.0,1.0,16.0,,1.0,,True
자매로그,자매로그,방화동,서울 강서구 금낭화로15길 11,5방화역,390m,106,61.0,59.0,31.0,53.0,32.0,4.0,9.0,32.0,1.0,,23.0,15.0,3.0,1.0,7.0,True
카페페퍼,카페 페퍼,송파동,서울 송파구 백제고분로45길 12,9송파나루역,230m,1415,9.0,5.0,,5.0,,,,1.0,,,0.0,,,,,False
컴포즈커피 미아점,컴포즈커피 미아점,미아동,서울 강북구 도봉로 175 컴포즈 커피,4미아역,158m,548,6.0,52.0,3.0,28.0,17.0,4.0,1.0,4.0,3.0,1.0,15.0,6.0,,1.0,2.0,True
커피로이트&스토리,커피로이트&스토리,성수동1가,서울 성동구 둘레1길 2 1층 커피로이트&스토리,수인분당서울숲역,764m,93,69.0,43.0,41.0,7.0,27.0,18.0,5.0,9.0,12.0,7.0,15.0,20.0,1.0,1.0,3.0,True
빽다방 동묘역점,빽다방 동묘역점,창신동,서울 종로구 종로 334,16동묘앞역,46m,155,93.0,28.0,35.0,18.0,10.0,2.0,,,1.0,1.0,4.0,54.0,2.0,,1.0,True
크리미무드,크리미무드,동교동,서울 마포구 신촌로2안길 40 크리미무드,2공항경의중앙홍대입구역,185m,232,70.0,79.0,84.0,60.0,34.0,16.0,4.0,54.0,14.0,4.0,40.0,15.0,1.0,,37.0,True
이디야커피 대림1동점,이디야커피 대림1동점,대림동,서울 영등포구 도림로 198 1층,27대림역,559m,158,89.0,34.0,34.0,16.0,36.0,26.0,12.0,5.0,22.0,7.0,4.0,12.0,1.0,1.0,1.0,True
뉴욕베이글카페,뉴욕베이글카페,중화동,서울 중랑구 중랑역로13길 28,경의중앙경춘중랑역,268m,20,3.0,11.0,2.0,2.0,8.0,2.0,,4.0,1.0,,7.0,4.0,,,1.0,True
카페아에 노원점,카페아에 노원점,상계동,서울 노원구 동일로218길 17 일신상가 1층 104호,47노원역,122m,63,42.0,22.0,16.0,16.0,15.0,4.0,5.0,1.0,3.0,,10.0,8.0,1.0,3.0,2.0,True
카페더문,카페더문,방학동,서울 도봉구 도봉로147길 20 1층 Cafe the moon,1방학역,388m,23,13.0,6.0,9.0,8.0,2.0,5.0,,,2.0,,3.0,6.0,,2.0,,True
사이커피바,사이커피바,방학동,,,,52,35.0,19.0,4.0,34.0,7.0,8.0,4.0,11.0,1.0,3.0,8.0,5.0,,,5.0,True
커피정류장,커피정류장,신월동,,,,44,29.0,11.0,10.0,4.0,10.0,9.0,1.0,12.0,3.0,,3.0,12.0,1.0,,5.0,True
디저트39 강동역점,디저트39 강동역점,성내동,서울 강동구 천호대로 1092,5강동역,9m,228,74.0,54.0,89.0,6.0,40.0,11.0,4.0,22.0,12.0,3.0,24.0,50.0,2.0,1.0,8.0,True
컴포즈커피 신림난곡점,컴포즈커피 신림난곡점,신림동,,,,347,0.0,50.0,61.0,28.0,21.0,1.0,8.0,,3.0,1.0,11.0,98.0,3.0,1.0,1.0,True
커피벌스데이,커피 벌스데이,서교동,서울 마포구 와우산로29길 26-33 1층 커피 벌스데이,2공항경의중앙홍대입구역,280m,209,1.0,81.0,72.0,3.0,45.0,20.0,9.0,98.0,10.0,8.0,50.0,11.0,10.0,1.0,52.0,False
컴포즈커피 대치점,컴포즈커피 대치점,대치동,서울 강남구 선릉로90길 56,2수인분당선릉역,422m,45,35.0,2.0,3.0,,,1.0,,1.0,,,,11.0,,,1.0,True
쥬씨차얌 신대방역점,쥬씨&차얌 신대방역점,신림동,서울 관악구 신사로 102 1층 소준빌딩,2신대방역,64m,262,,41.0,5.0,14.0,12.0,2.0,,4.0,,,6.0,97.0,1.0,,,False
꼬숨커피,꼬숨커피,사당동,서울 동작구 동작대로7길 18 1층,24사당역,255m,70,49.0,20.0,19.0,9.0,13.0,13.0,1.0,5.0,1.0,,6.0,6.0,,,1.0,True
카페 스텔라,카페 스텔라,방배동,서울 서초구 효령로2길 4 104호,24사당역,425m,49,31.0,13.0,8.0,8.0,8.0,8.0,,3.0,1.0,,1.0,6.0,,,2.0,True
카페 안시영등포신길뉴타운점,카페안시 영등포 신길뉴타운점,신길동,서울 영등포구 신길동 3138,7신풍역,363m,74,14.0,37.0,3.0,6.0,23.0,19.0,,38.0,,3.0,17.0,4.0,,4.0,,False
카페포스,카페포스,정릉동,서울 성북구 솔샘로16길 11 1층,우이신설북한산보국문역,263m,150,70.0,55.0,48.0,62.0,37.0,30.0,31.0,12.0,11.0,21.0,23.0,35.0,,10.0,14.0,True
메가엠지씨커피 녹번점,메가MGC커피 신응암시장점,녹번동,서울 은평구 응암로 243,6새절역,618m,728,4.0,4.0,4.0,74.0,44.0,14.0,4.0,6.0,5.0,4.0,33.0,1.0,5.0,4.0,5.0,False
커피무드,커피무드,대조동,서울 은평구 연서로24길 6 1층,36연신내역,340m,22,18.0,7.0,3.0,3.0,7.0,2.0,3.0,8.0,1.0,1.0,1.0,2.0,1.0,,,True
투썸플레이스 월곡역코업스타점,투썸플레이스 월곡역코업스타점,하월곡동,서울 성북구 화랑로 76,6월곡역,20m,257,8.0,46.0,47.0,69.0,43.0,24.0,23.0,18.0,25.0,3.0,14.0,16.0,2.0,17.0,1.0,True
서계동커피집,서계동커피집,서계동,서울 용산구 만리재로 156 3층,14공항경의중앙서울역,581m,13,10.0,5.0,1.0,3.0,1.0,,2.0,7.0,,,2.0,2.0,3.0,,3.0,True
소소정찻집,소소정찻집,사당동,서울 동작구 남부순환로 2027 1층,24사당역,612m,28,14.0,8.0,11.0,5.0,8.0,3.0,,6.0,5.0,1.0,5.0,9.0,1.0,,1.0,True
서초커피,아펜즈커피 서초교대점,서초동,"서울 서초구 서초중앙로 119 1, 2층 아펜즈 커피",23교대역,50m,357,8.0,50.0,79.0,87.0,44.0,57.0,34.0,64.0,32.0,5.0,19.0,16.0,15.0,1.0,9.0,False
카페 능소니,카페 능소니,녹번동,서울 은평구 서오릉로 14 102호,6역촌역,533m,54,34.0,34.0,12.0,14.0,17.0,6.0,3.0,12.0,1.0,2.0,6.0,3.0,4.0,1.0,,True
달고커피,달고커피,봉천동,서울 관악구 은천로25길 3,2서울대입구역,951m,19,4.0,5.0,2.0,2.0,3.0,1.0,,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,True
노니카페,노니카페,방화동,서울 강서구 양천로14길 37 1층 103호,5개화산역,439m,19,16.0,8.0,8.0,10.0,6.0,2.0,2.0,1.0,3.0,,6.0,,,,,True
컴포즈커피 노원공릉점,컴포즈커피 노원공릉점,공릉동,서울 노원구 동일로197길 21,7공릉역,459m,586,1.0,4.0,8.0,46.0,50.0,37.0,7.0,14.0,10.0,2.0,18.0,0.0,5.0,2.0,5.0,True
해머스미스커피 학동역점,해머스미스커피 학동역점,논현동,서울 강남구 학동로25길 11 씨플레이스 102호,7학동역,175m,219,8.0,26.0,51.0,10.0,23.0,10.0,5.0,27.0,8.0,2.0,13.0,35.0,1.0,,8.0,True
더데이즈커피,더데이즈커피,도곡동,서울 강남구 논현로36길 14,3매봉역,393m,35,15.0,13.0,11.0,3.0,11.0,4.0,2.0,6.0,5.0,1.0,3.0,4.0,,,,True
가가커피로스터스,가가커피로스터스,신공덕동,서울 마포구 만리재옛길 18,56공항경의중앙공덕역,363m,95,72.0,49.0,61.0,4.0,36.0,,,8.0,2.0,,34.0,7.0,,,1.0,True
로허들커피교실,로허들 커피교실,신정동,서울 양천구 신정중앙로 63 207호,5신정역,335m,75,,,,,,,,,,,,,,,,False
베레커피로스터스,베르크로스터스,서교동,"부산 부산진구 서전로58번길 115 지상1층, 2층",2전포역,133m,124,7.0,41.0,13.0,9.0,13.0,10.0,5.0,27.0,3.0,3.0,15.0,3.0,2.0,,10.0,False
라우더커피바,라우더커피바,봉천동,서울 관악구 봉천로 535,2서울대입구역,476m,157,4.0,44.0,33.0,39.0,36.0,31.0,14.0,57.0,6.0,2.0,21.0,8.0,2.0,2.0,21.0,True
셀렉토커피 종암사거리점,셀렉토커피 종암사거리점,종암동,서울 성북구 종암로27길 18,4길음역,734m,36,23.0,6.0,11.0,4.0,3.0,4.0,1.0,2.0,1.0,,3.0,7.0,,,,True
레스카페RESCAFE,레스카페,성수동1가,서울 성동구 상원12길 30 1층 레스카페,2뚝섬역,509m,79,41.0,21.0,11.0,8.0,10.0,8.0,2.0,6.0,4.0,2.0,2.0,15.0,3.0,1.0,1.0,False
두란노커피,두란노커피,방이동,서울 송파구 양재대로 1222,59올림픽공원역,179m,20,15.0,14.0,2.0,,2.0,,,1.0,,,,7.0,,,1.0,True
씨크스페셜티커피,씨크스페셜티커피,봉천동,서울 관악구 관악로12길 45-12,2서울대입구역,457m,193,9.0,65.0,63.0,80.0,56.0,36.0,14.0,41.0,11.0,13.0,44.0,7.0,5.0,4.0,15.0,True
우프커피,우프커피,응암동,서울 은평구 응암로21가길 8 1층,6새절역,525m,52,24.0,17.0,13.0,25.0,22.0,11.0,2.0,28.0,2.0,6.0,1.0,4.0,5.0,,17.0,True
카페 다이닝,카페다이닝,응암동,서울 은평구 가좌로 192 1층,6새절역,803m,35,19.0,10.0,10.0,14.0,9.0,1.0,2.0,6.0,,,6.0,3.0,1.0,,4.0,False
카페美학,카페미학,봉천동,,,,26,19.0,8.0,2.0,11.0,2.0,2.0,,2.0,,,3.0,2.0,,,4.0,False
카페 강남타이야키코히,강남타이야키코히카페,대치동,서울 강남구 남부순환로 2942 풍림프라자지하1층,3대치역,37m,30,6.0,5.0,2.0,14.0,1.0,1.0,1.0,3.0,1.0,,7.0,3.0,1.0,,1.0,False
란스커피,란스커피,문정동,서울 송파구 법원로 128 B동 114호,8문정역,476m,15,12.0,9.0,5.0,5.0,4.0,4.0,,1.0,,,1.0,2.0,,,,True
팬케이크샵커피,팬케이크샵커피 암사점,암사동,서울 강동구 암사길 73 102호,5명일역,688m,34,15.0,13.0,6.0,23.0,5.0,4.0,,11.0,1.0,,8.0,2.0,,,5.0,False
포트캔커피 등촌점,포트캔커피 등촌점,등촌동,서울 강서구 공항대로 351-21 지하1층 B4호,9가양역,802m,14,9.0,4.0,3.0,,5.0,1.0,1.0,1.0,1.0,,,4.0,,,,True
카페베네 세종문화회관,카페베네 세종문화회관예술동점,세종로,서울 종로구 세종대로 175,5광화문역,103m,271,0.0,60.0,51.0,23.0,19.0,33.0,4.0,10.0,10.0,18.0,10.0,17.0,20.0,6.0,10.0,False
컴포즈커피 강동구청점,컴포즈커피 강동구청점,성내동,서울 강동구 천호옛길 14 103호,8강동구청역,6m,251,4.0,33.0,44.0,19.0,15.0,1.0,,,,,4.0,44.0,2.0,,,True
커피365,커피365,목동,서울 양천구 목동중앙서로7가길 31 1층 102호,5목동역,819m,45,20.0,20.0,6.0,10.0,8.0,9.0,5.0,1.0,6.0,2.0,4.0,7.0,1.0,1.0,1.0,True
용용커피,용용커피,사당동,서울 동작구 사당로 166 1층 101호,7남성역,447m,26,20.0,14.0,9.0,9.0,10.0,2.0,1.0,1.0,2.0,,2.0,9.0,,1.0,1.0,True
민쓰커피,민쓰커피,등촌동,서울 강서구 화곡로61길 64 7동 1층 2호 민쓰커피,9가양역,682m,104,52.0,19.0,16.0,13.0,8.0,12.0,3.0,6.0,3.0,,22.0,17.0,2.0,2.0,,True
파이오니어커피,파이오니어커피,성내동,서울 강동구 올림픽로 572 1층 110호 파이오니어커피,8강동구청역,197m,141,3.0,45.0,41.0,29.0,12.0,18.0,16.0,32.0,2.0,,16.0,22.0,2.0,1.0,13.0,True
달리는커피 봉천역점,달리는커피 봉천역점,봉천동,서울 관악구 봉천로 372 1층,2봉천역,70m,31,12.0,8.0,7.0,7.0,5.0,3.0,1.0,2.0,,1.0,7.0,5.0,,,1.0,True
끼리카페,더리버마리나Cafe,여의도동,,,,146,70.0,16.0,30.0,26.0,26.0,11.0,4.0,40.0,18.0,20.0,7.0,1.0,71.0,13.0,29.0,False
카인드맨커피,카인드맨커피,연희동,서울 서대문구 성산로 384 진성오피스텔 1층,2공항경의중앙홍대입구역,931m,47,37.0,34.0,22.0,8.0,20.0,6.0,24.0,9.0,9.0,9.0,9.0,6.0,,2.0,3.0,True
카페 달하루,카페달하루,망원동,서울 마포구 망원로 33 1층 카페달하루,6망원역,993m,28,17.0,7.0,10.0,8.0,3.0,3.0,1.0,1.0,,,4.0,5.0,,,,False
커스텀커피서초우면,커스텀커피 서초우면점,우면동,,,,241,1.0,60.0,63.0,10.0,45.0,14.0,6.0,6.0,5.0,3.0,17.0,12.0,2.0,1.0,1.0,False
카페리코,카페리코,신림동,서울 관악구 조원중앙로1길 47,2구로디지털단지역,644m,60,25.0,11.0,10.0,3.0,5.0,6.0,3.0,5.0,1.0,2.0,1.0,11.0,1.0,3.0,,True
리웨이커피,리웨이커피,방이동,서울 송파구 백제고분로50길 44 1층 리웨이커피,9한성백제역,577m,109,72.0,64.0,39.0,16.0,37.0,17.0,10.0,29.0,3.0,13.0,6.0,23.0,1.0,5.0,3.0,True
홈인카페,홈인카페,공릉동,서울 노원구 동일로182길 37-79 1층,7공릉역,400m,19,3.0,8.0,5.0,7.0,3.0,,,1.0,,,6.0,7.0,,,,True
라젠커피,라젠커피,논현동,서울 강남구 언주로 615 1층 B128호,9언주역,444m,42,20.0,7.0,11.0,,6.0,2.0,,2.0,3.0,,1.0,7.0,2.0,1.0,,True
대박커피,대박커피,구로동,서울 구로구 디지털로26길 90,2구로디지털단지역,686m,57,30.0,15.0,27.0,4.0,6.0,,1.0,1.0,,,3.0,15.0,,,,True
레이첼리커피,레이첼리커피,우면동,,,,83,66.0,34.0,13.0,10.0,20.0,5.0,7.0,26.0,2.0,2.0,11.0,4.0,7.0,5.0,4.0,True
두부커피,두부커피,고척동,,,,71,51.0,29.0,25.0,12.0,22.0,7.0,6.0,12.0,3.0,1.0,5.0,18.0,,,1.0,True
루트비커피 성수점,루트비커피 성수점,성수동2가,서울 성동구 아차산로15길 10 성원상떼뷰오피스텔 107호,2성수역,548m,150,87.0,50.0,50.0,19.0,24.0,7.0,,5.0,8.0,,14.0,27.0,3.0,,1.0,True
카페엘림,카페엘림,암사동,서울 강동구 상암로 53-10 1층,8암사역,218m,72,39.0,31.0,20.0,36.0,13.0,12.0,4.0,20.0,5.0,,7.0,5.0,1.0,,3.0,True
더벤티 대흥역점,더벤티 대흥역점,대흥동,서울 마포구 백범로 105 1층,6대흥역,78m,242,2.0,56.0,81.0,31.0,33.0,9.0,2.0,2.0,2.0,3.0,26.0,7.0,,,2.0,True
커피디지 합정점,커피디지 합정점,서교동,서울 마포구 동교로12길 13 1층,6망원역,343m,49,32.0,19.0,13.0,2.0,9.0,8.0,1.0,3.0,1.0,,4.0,18.0,,,,True
카페엉클,엉클,창동,서울 도봉구 도봉로110라길 70-4 1층 cafe uncle,4쌍문역,673m,34,19.0,8.0,8.0,3.0,3.0,5.0,3.0,1.0,,,4.0,9.0,,,,False
카페 이기적,카페 이기적,망우동,,,,22,14.0,17.0,13.0,6.0,9.0,,1.0,4.0,,,5.0,7.0,,,,True
디저트39 문정래미안점,디저트39 문정래미안점,문정동,서울 송파구 문정로 83 상가동 129호-1,3경찰병원역,824m,127,53.0,27.0,37.0,51.0,19.0,14.0,3.0,10.0,13.0,3.0,17.0,26.0,,2.0,4.0,True
더리터 광진자양점,더리터 광진자양점,자양동,서울 광진구 뚝섬로 633,2구의역,829m,230,1.0,89.0,79.0,20.0,31.0,9.0,1.0,10.0,8.0,25.0,5.0,1.0,3.0,1.0,1.0,True
카페 애프터유,카페 애프터유,부암동,,,,45,,14.0,,,1.0,,,4.0,,,13.0,7.0,1.0,,,True
메가엠지씨커피 보라매점,메가MGC커피 보라매점,신대방동,서울 동작구 여의대방로 30 112동 1층,7신풍역,741m,233,8.0,25.0,35.0,23.0,6.0,8.0,,,2.0,,7.0,69.0,3.0,,4.0,False
오지오커피,오지오커피,마곡동,"서울 강서구 공항대로 213 115호, 116호",5마곡역,316m,345,3.0,81.0,9.0,9.0,68.0,30.0,5.0,8.0,16.0,,44.0,9.0,,5.0,26.0,True
테이퍼드커피,테이퍼드커피,옥수동,서울 성동구 독서당로 216 1층 테이퍼드커피,3경의중앙옥수역,378m,417,9.0,4.0,78.0,8.0,98.0,63.0,31.0,1.0,19.0,5.0,40.0,25.0,4.0,1.0,29.0,True
문카페,문카페,충무로4가,서울 중구 퇴계로 235 1층 126호,34충무로역,275m,124,63.0,32.0,14.0,12.0,7.0,8.0,4.0,3.0,2.0,1.0,4.0,11.0,4.0,1.0,3.0,True
아재커피 충정로점,아재커피 충정로점,중림동,서울 중구 서소문로 38 1층 102호 아재커피,25충정로역,48m,275,2.0,31.0,52.0,27.0,12.0,13.0,5.0,3.0,5.0,5.0,21.0,74.0,3.0,3.0,1.0,True
빽다방 중곡시장점,빽다방중곡시장점,중곡동,서울 광진구 면목로 145,7중곡역,321m,447,0.0,72.0,97.0,39.0,40.0,9.0,1.0,7.0,5.0,,24.0,1.0,5.0,,2.0,False
해머스미스커피삼성 선정릉역점,해머스미스커피 삼성선정릉역점,삼성동,서울 강남구 봉은사로 417 1층,9수인분당선정릉역,128m,504,1.0,52.0,79.0,45.0,49.0,56.0,14.0,1.0,25.0,7.0,17.0,99.0,6.0,,15.0,False
컴포즈커피 개봉한진점,컴포즈커피 개봉한진점,개봉동,서울 구로구 개봉로3길 13,7광명사거리역,838m,460,1.0,51.0,3.0,37.0,15.0,5.0,3.0,5.0,2.0,1.0,11.0,2.0,3.0,1.0,4.0,True
산체스커피 양재점,산체스커피 양재점,양재동,서울 서초구 마방로10길 18-28,신분당양재시민의숲역,839m,105,80.0,19.0,32.0,16.0,15.0,12.0,4.0,7.0,4.0,,9.0,17.0,,,1.0,True
금커피별빙수 봉천점,금커피별빙수 봉천점,봉천동,서울 관악구 봉천로 287-1 1층,신림당곡역,552m,19,6.0,4.0,5.0,11.0,1.0,,,,,,3.0,2.0,,,,True
히트커피로스터스서교,히트커피로스터스 서교,서교동,서울 마포구 동교로 146 관양빌딩 1층 카페,2공항경의중앙홍대입구역,477m,272,1.0,94.0,61.0,89.0,49.0,38.0,24.0,63.0,8.0,2.0,34.0,5.0,14.0,2.0,21.0,False
디저트카페마루,디저트카페마루,면목동,,,,91,49.0,39.0,21.0,49.0,28.0,14.0,2.0,10.0,1.0,5.0,9.0,13.0,3.0,,1.0,True
포트레이트커피바,포트레이트커피바,망원동,서울 마포구 포은로8길 32 1층,6망원역,401m,141,88.0,42.0,56.0,41.0,20.0,22.0,12.0,50.0,8.0,1.0,26.0,2.0,7.0,1.0,24.0,True
카페게이트 신사로점,카페게이트 관악신사로점,신림동,서울 관악구 신사로20길 9 1층,2신대방역,469m,22,9.0,5.0,3.0,1.0,3.0,2.0,,,,,,9.0,,,,False
엣지커피,엣지커피,남가좌동,,,,66,,25.0,,,,,,,,3.0,,29.0,,1.0,,True
합정빵다방,합정 빵다방,합정동,서울 마포구 토정로3길 22 1층,26합정역,335m,68,7.0,26.0,5.0,,7.0,1.0,1.0,2.0,,,23.0,5.0,,,,False
카페칼디,카페 칼디,쌍문동,,,,61,41.0,9.0,15.0,10.0,5.0,4.0,1.0,1.0,1.0,,4.0,11.0,1.0,,,False
앤덴커피,앤덴커피,마곡동,서울 강서구 공항대로 195 101동 상가 122호,5마곡역,161m,44,24.0,17.0,11.0,3.0,13.0,7.0,1.0,9.0,2.0,,1.0,6.0,3.0,2.0,5.0,True
후프커피,후프커피,성수동1가,서울 성동구 성덕정9가길 2,수인분당서울숲역,724m,65,56.0,32.0,35.0,25.0,15.0,9.0,5.0,38.0,2.0,,14.0,6.0,1.0,1.0,22.0,True
스타로마,지파시 스타필드시티 명지점,가산동,,,,128,22.0,15.0,22.0,68.0,12.0,1.0,,2.0,4.0,2.0,24.0,9.0,,9.0,1.0,False
고망고건대 중문점,고망고 건대중문점,화양동,서울 광진구 능동로 127 1층,27건대입구역,209m,472,,50.0,3.0,45.0,49.0,6.0,4.0,17.0,2.0,1.0,52.0,1.0,3.0,,7.0,False
메가MGC커피답십리초점,메가MGC커피 답십리초점,답십리동,서울 동대문구 전농로 35 메가커피,5답십리역,415m,1085,2.0,5.0,4.0,5.0,1.0,73.0,35.0,44.0,8.0,30.0,40.0,0.0,14.0,14.0,16.0,False
달리는커피 홍제역점,달리는커피 홍제역점,홍제동,서울 서대문구 통일로37길 27 제지1층 B02호,3홍제역,143m,98,39.0,43.0,12.0,16.0,19.0,6.0,2.0,1.0,4.0,2.0,28.0,25.0,,,,True
매머드익스프레스커피 노원롯데점,매머드익스프레스 노원롯데점,상계동,서울 노원구 노해로 485 1층 104호,47노원역,68m,594,0.0,8.0,87.0,46.0,31.0,6.0,2.0,11.0,3.0,1.0,13.0,3.0,2.0,3.0,3.0,False
카페노,CAFE NO,가산동,서울 금천구 벚꽃로 298 1층 126호 CAFE NO,17가산디지털단지역,16m,89,43.0,21.0,27.0,9.0,11.0,5.0,4.0,8.0,8.0,2.0,3.0,15.0,1.0,8.0,3.0,False
카페라포,카페라포,양재동,서울 서초구 강남대로23길 25 1층,신분당양재시민의숲역,748m,20,11.0,3.0,4.0,1.0,,1.0,1.0,1.0,,,,,,,,True
미켈레커피,미켈레커피 더현대서울점,여의도동,서울 영등포구 여의대로 108 현대백화점 4F,5여의나루역,426m,490,4.0,86.0,2.0,6.0,70.0,43.0,3.0,68.0,30.0,2.0,56.0,10.0,21.0,10.0,21.0,False
콜렉티보 퍼시픽타워점,콜렉티보 퍼시픽타워점,서소문동,서울 중구 세종대로9길 41,12시청역,269m,303,1.0,64.0,57.0,93.0,68.0,34.0,12.0,65.0,21.0,7.0,54.0,43.0,12.0,6.0,12.0,True
카페 크레프리,카페 크레프리,쌍문동,서울 도봉구 삼양로144길 18 2층,우이신설4.19민주묘지역,211m,71,27.0,21.0,19.0,38.0,13.0,16.0,11.0,8.0,2.0,3.0,6.0,7.0,1.0,1.0,,True
카페 바움758,CAFE BAUM 758,청량리동,서울 동대문구 회기로 36 1층 CAFE BAUM 758,6고려대역,427m,91,55.0,24.0,27.0,15.0,28.0,11.0,6.0,17.0,5.0,10.0,7.0,4.0,13.0,1.0,7.0,False
박수진전통찻집,박수진전통찻집,여의도동,서울 영등포구 국회대로68길 11,9국회의사당역,217m,47,,11.0,5.0,2.0,,7.0,1.0,4.0,1.0,1.0,6.0,3.0,,1.0,,True
디커피:DCOFFEE,디커피,봉천동,서울 관악구 인헌6길 16,2낙성대역,402m,188,8.0,49.0,38.0,,9.0,3.0,3.0,4.0,2.0,2.0,8.0,92.0,1.0,,1.0,False
산체스커피 서초역점,산체스커피 서초역점,서초동,서울 서초구 법원로1길 16 1층 산체스커피,2서초역,148m,229,0.0,42.0,43.0,32.0,31.0,9.0,1.0,22.0,3.0,5.0,23.0,25.0,2.0,1.0,5.0,True
클로버커피,클로버커피,수색동,서울 은평구 수색로 260 1층,경의중앙수색역,175m,51,30.0,31.0,13.0,29.0,14.0,5.0,1.0,10.0,1.0,1.0,15.0,11.0,3.0,,3.0,True
이디야커피 석수푸르지오점,이디야커피 석수푸르지오점,시흥동,서울 금천구 삼성산길 11,1석수역,243m,200,3.0,56.0,28.0,35.0,39.0,23.0,9.0,13.0,7.0,4.0,6.0,33.0,,4.0,2.0,True
매머드익스프레스마포트라 팰리스점,매머드익스프레스 마포트라팰리스점,도화동,서울 마포구 마포대로 53,5마포역,425m,375,6.0,47.0,64.0,19.0,47.0,3.0,3.0,4.0,1.0,,14.0,9.0,2.0,1.0,2.0,False
루트비커피 쌍문점,루트비커피 쌍문점,쌍문동,서울 도봉구 도봉로129길 23,4쌍문역,746m,300,8.0,96.0,68.0,31.0,71.0,33.0,10.0,35.0,14.0,4.0,10.0,45.0,6.0,2.0,6.0,True
앤디앤쌤,앤디앤쌤,연희동,,,,11,5.0,6.0,4.0,4.0,1.0,1.0,,3.0,,,,1.0,,,1.0,True
커피플래닛,커피플래닛,신림동,서울 관악구 남부순환로 1508 1층 커피플래닛,2신대방역,824m,130,58.0,61.0,44.0,29.0,38.0,16.0,3.0,13.0,6.0,,9.0,15.0,,,2.0,True
